35,51484,1
35,91177,1
41,54600,1
41,15977,1
41,3174491,1
41,193716,1
71,70255,1
71,64263,1
71,42176,1
71,1317169,1
3222,304730,1
635,1113575,1
3175,127640,1
491,34082,1
551,30200,1
2810,1290083,1
1534,1253651,1
2486,9090,1
3497,466935,1
551,24252,1
956,3417258,1
551,218933,1
635,283419,1
3222,783762,1
3105,3674546,1
2356,82829,1
1481,266230,1
576,59446,1
3222,785724,1
576,18963,1
1192,14788,1
4634,9081,1
854,1434794,1
551,18474,1
551,308459,1
3222,835700,1
3222,119189,1
3340,856445,1
475,1370388,1
446,102676,1
4627,32824,1
1322,283419,1
854,270515,1
98,1346024,1
3771,11859,1
3222,1162162,1
491,13153,1
3222,534075,1
2462,59902,1
3901,911813,1
3340,627702,1
1488,1246242,1
2841,1109543,1
2356,59927,1
491,18680,1
3760,22097,1
4627,12906,1
626,482115,1
551,18925,1
3340,430089,1
